"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","latitude","longitude","point",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_nqbw_i6c3",":@computed_region_2dwj_jsy4",":@computed_region_h4ep_8xdi",":@computed_region_y6ts_4iup",":@computed_region_jg9y_a9du"
"2019-08-15T11:41:00.000","2019-08-15T00:00:00.000","11:41","2019","Thursday","2019-10-01T14:06:00.000","85424006374","854240","196208089",,"II","Coplogic Initial","true","06374","Larceny Theft","Larceny Theft - Other","Theft, Other Property, >$950","Open or Active",,,"Central",,,,,,,,,,,,,,
"2019-09-17T22:00:00.000","2019-09-17T00:00:00.000","22:00","2019","Tuesday","2019-10-02T22:01:00.000","85426606374","854266","196208205",,"II","Coplogic Initial","true","06374","Larceny Theft","Larceny Theft - Other","Theft, Other Property, >$950","Open or Active",,,"Out of SF",,,,,,,,,,,,,,
"2019-10-04T14:25:00.000","2019-10-04T00:00:00.000","14:25","2019","Friday","2019-10-04T16:13:00.000","85442603474","854426","190746203","192772728","II","Initial",,"03474","Robbery","Robbery - Other","Robbery, Att., W/ Force","Open or Active","BALBOA ST \ GREAT HWY","28009000","Richmond","Outer Richmond","1","37.77507596005672","-122.51129492624534","POINT (-122.51129492624534 37.77507596005672)","8","8","4","29",,,,,
"2019-10-03T19:30:00.000","2019-10-03T00:00:00.000","19:30","2019","Thursday","2019-10-03T23:25:00.000","85419706244","854197","190744514","192764437","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","MARKET ST \ RESERVOIR ST","25877000","Mission","Castro/Upper Market","8","37.76877049785351","-122.42746205880601","POINT (-122.42746205880601 37.76877049785351)","28","3","5","5","5",,,,
"2019-10-04T16:53:00.000","2019-10-04T00:00:00.000","16:53","2019","Friday","2019-10-04T16:53:00.000","85446351040","854463","190746532","192772932","II","Initial",,"51040","Non-Criminal","Non-Criminal","Aided Case","Open or Active","42ND AVE \ CLEMENT ST \ VETERANS DR","27919000","Richmond","Outer Richmond","1","37.781176766186576","-122.5030864538133","POINT (-122.5030864538133 37.781176766186576)","6","8","4","29",,,,,
"2019-10-02T14:10:00.000","2019-10-02T00:00:00.000","14:10","2019","Wednesday","2019-10-02T22:59:00.000","85425706224","854257","196208142",,"II","Coplogic Initial","true","06224","Larceny Theft","Larceny - From Vehicle","Theft, From Unlocked Vehicle, >$950","Open or Active","STOCKTON ST \ NORTH POINT ST","25478000","Central","North Beach","3","37.80696290988273","-122.410497554147","POINT (-122.410497554147 37.80696290988273)","99","6","3","23",,,,,
"2019-10-03T23:30:00.000","2019-10-03T00:00:00.000","23:30","2019","Thursday","2019-10-03T23:31:00.000","85422712030","854227","190744586","192764446","II","Initial",,"12030","Weapons Offense","Weapons Offense","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","Cite or Arrest Adult","AL SCOMA WAY \ JEFFERSON ST","35066000","Central","North Beach","3","37.807978726080414","-122.417715898404","POINT (-122.417715898404 37.807978726080414)","99","6","3","23",,,,,
"2019-10-04T14:40:00.000","2019-10-04T00:00:00.000","14:40","2019","Friday","2019-10-04T14:51:00.000","85445026080","854450","190746059","192772346","II","Initial",,"26080","Other Miscellaneous","Other","Conspiracy","Open or Active","17TH AVE \ CLEMENT ST","27502000","Richmond","Outer Richmond","1","37.78240595374784","-122.47630655314094","POINT (-122.47630655314094 37.78240595374784)","5","8","4","29",,,,,
"2019-10-04T13:35:00.000","2019-10-04T00:00:00.000","13:35","2019","Friday","2019-10-04T15:49:00.000","85444019089","854440","190746184","192772064","II","Initial",,"19089","Disorderly Conduct","Other","Incident On School Grounds","Open or Active","FOREST VIEW DR \ EUCALYPTUS DR","23125000","Taraval","Lakeshore","7","37.7310799713596","-122.48354489158451","POINT (-122.48354489158451 37.7310799713596)","62","10","8","16",,,,,
"2019-10-04T00:00:00.000","2019-10-04T00:00:00.000","00:00","2019","Friday","2019-10-04T11:07:00.000","85435707025","854357","190745409","192770635","VI","Vehicle Initial",,"07025","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Truck","Open or Active","GARRISON AVE \ SCHWERIN ST","20369000","Ingleside","Visitacion Valley","10","37.709210351433505","-122.41196819816332","POINT (-122.41196819816332 37.709210351433505)","75","9","9","40",,,,,
"2019-09-05T13:00:00.000","2019-09-05T00:00:00.000","13:00","2019","Thursday","2019-10-04T10:37:00.000","85434306304","854343","190740669",,"IS","Initial Supplement",,"06304","Larceny Theft","Larceny Theft - From Building","Theft, From Building, >$950","Open or Active","MISSION ST \ 10TH ST","24414000","Southern","South of Market","6","37.77527205930737","-122.4159081801724","POINT (-122.4159081801724 37.77527205930737)","32","1","10","34","1",,"1",,
"2019-09-26T13:52:00.000","2019-09-26T00:00:00.000","13:52","2019","Thursday","2019-09-26T13:52:00.000","85360562050","853605","190721675","192692370","II","Initial",,"62050","Warrant","Warrant","Warrant Arrest, Enroute To Outside Jurisdiction","Cite or Arrest Adult","FILLMORE ST \ GREENWICH ST","26747000","Northern","Marina","2","37.79895184912758","-122.43586632130817","POINT (-122.43586632130817 37.79895184912758)","15","4","6","13",,,,,
"2019-10-03T23:43:00.000","2019-10-03T00:00:00.000","23:43","2019","Thursday","2019-10-03T23:43:00.000","85421364020","854213","190744570","192764464","II","Initial",,"64020","Non-Criminal","Other","Mental Health Detention","Open or Active","SYCAMORE ST \ VALENCIA ST","24172000","Mission","Mission","8","37.76257883049033","-122.42166247826907","POINT (-122.42166247826907 37.76257883049033)","53","3","5","20","3",,,,
"2019-10-04T10:18:00.000","2019-10-04T00:00:00.000","10:18","2019","Friday","2019-10-04T12:30:00.000","85445326080","854453","190745619","192771763","II","Initial",,"26080","Other Miscellaneous","Other","Conspiracy","Cite or Arrest Adult","MARKET ST \ POWELL ST","34016000","Tenderloin","Financial District/South Beach","3","37.784560141211806","-122.40733704162238","POINT (-122.40733704162238 37.784560141211806)","19","5","3","8",,"35",,,
"2019-10-04T01:33:00.000","2019-10-04T00:00:00.000","01:33","2019","Friday","2019-10-04T01:46:00.000","85428904011","854289","190744746","192770156","II","Initial",,"04011","Assault","Aggravated Assault","Assault, Aggravated, W/ Gun","Cite or Arrest Adult","02ND ST \ MARKET ST","30734000","Central","Financial District/South Beach","3","37.789264321511176","-122.4013754923669","POINT (-122.4013754923669 37.789264321511176)","108","6","3","8",,"35",,,
"2019-10-04T00:44:00.000","2019-10-04T00:00:00.000","00:44","2019","Friday","2019-10-04T00:54:00.000","85423564085","854235","190744724","192770078","II","Initial",,"64085","Other Miscellaneous","Other","Investigative Detention","Open or Active","PRENTISS ST \ CORTLAND AVE","21068000","Ingleside","Bernal Heights","9","37.73971000844432","-122.4119916391387","POINT (-122.4119916391387 37.73971000844432)","83","9","2","2",,,,,
"2019-10-04T08:20:00.000","2019-10-04T00:00:00.000","08:20","2019","Friday","2019-10-04T09:07:00.000","85433019057","854330","190745108","192770865","II","Initial",,"19057","Disorderly Conduct","Intimidation","Terrorist Threats","Open or Active","SHAFTER AVE \ GRIFFITH ST","20116000","Bayview","Bayview Hunters Point","10","37.72573637177566","-122.38137737558108","POINT (-122.38137737558108 37.72573637177566)","78","2","9","1",,,,,
"2019-10-04T10:45:00.000","2019-10-04T00:00:00.000","10:45","2019","Friday","2019-10-04T10:47:00.000","85438705073","854387","190745374","192771356","II","Initial",,"05073","Burglary","Burglary - Other","Burglary, Other Bldg., Unlawful Entry","Cite or Arrest Adult","STOCKTON ST \ GEARY ST","24901000","Central","Financial District/South Beach","3","37.7875680237141","-122.40658988465438","POINT (-122.40658988465438 37.7875680237141)","19","6","3","8",,,,,
"2019-10-03T19:50:00.000","2019-10-03T00:00:00.000","19:50","2019","Thursday","2019-10-03T23:17:00.000","85441906244","854419","190744495","192764420","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","SUTTER ST \ MASON ST","24920000","Central","Nob Hill","3","37.78901633734544","-122.41024243940024","POINT (-122.41024243940024 37.78901633734544)","19","6","3","21",,,,,
"2019-08-03T12:00:00.000","2019-08-03T00:00:00.000","12:00","2019","Saturday","2019-10-03T11:22:00.000","85398905073","853989","190742449","192761658","II","Initial",,"05073","Burglary","Burglary - Other","Burglary, Other Bldg., Unlawful Entry","Open or Active","UNION ST \ OCTAVIA ST","26717000","Northern","Marina","2","37.79792540700026","-122.42891397690136","POINT (-122.42891397690136 37.79792540700026)","15","4","6","13",,,,,
"2019-10-02T12:00:00.000","2019-10-02T00:00:00.000","12:00","2019","Wednesday","2019-10-03T14:23:00.000","85423906244","854239","196208380",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","LAKE MERCED BLVD \ BROTHERHOOD WAY","33540000","Taraval","Lakeshore","7","37.714694511853885","-122.4852289359513","POINT (-122.4852289359513 37.714694511853885)","43","10","8","16",,,,,
"2019-10-03T15:00:00.000","2019-10-03T00:00:00.000","15:00","2019","Thursday","2019-10-04T11:19:00.000","85435503073","854355","190745459","192771481","II","Initial",,"03073","Robbery","Robbery - Other","Robbery, W/ Other Weapon","Open or Active","NEW MONTGOMERY ST \ MARKET ST \ MONTGOMERY ST","30735000","Central","Financial District/South Beach","6","37.78872115135928","-122.4020657306611","POINT (-122.4020657306611 37.78872115135928)","32","6","10","8",,"35",,,
"2019-10-04T13:00:00.000","2019-10-04T00:00:00.000","13:00","2019","Friday","2019-10-04T17:03:00.000","85448006243","854480","190746388","192772983","II","Initial",,"06243","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $200-$950","Open or Active","COLUMBUS AVE \ BEACH ST","25598000","Central","Russian Hill","2","37.806780111468534","-122.4195772441978","POINT (-122.4195772441978 37.806780111468534)","99","6","6","32",,,,,
"2019-10-04T08:45:00.000","2019-10-04T00:00:00.000","08:45","2019","Friday","2019-10-04T08:45:00.000","85438063010","854380","190570074","192770906","IS","Initial Supplement",,"63010","Warrant","Other","Warrant Arrest, Local SF Warrant","Cite or Arrest Adult","STEVENSON ST \ 07TH ST \ ODD FELLOWS WAY","24319000","Tenderloin","South of Market","6","37.780005867994824","-122.41193341005338","POINT (-122.41193341005338 37.780005867994824)","32","5","10","34","1",,"1",,
"2019-10-04T05:16:00.000","2019-10-04T00:00:00.000","05:16","2019","Friday","2019-10-04T05:16:00.000","85431762020","854317","190744887","192770396","II","Initial",,"62020","Warrant","Warrant","Warrant Arrest, Enroute To Dept. Of Corrections","Cite or Arrest Adult","GEARY ST \ HYDE ST","25166000","Central","Tenderloin","6","37.78631021732119","-122.41644912401847","POINT (-122.41644912401847 37.78631021732119)","20","6","10","36",,,"1",,
"2019-10-01T18:45:00.000","2019-10-01T00:00:00.000","18:45","2019","Tuesday","2019-10-01T18:57:00.000","85401665015","854016","190737688","192743663","II","Initial",,"65015","Other Miscellaneous","Other","Driving, No License Issued","Cite or Arrest Adult","LETTUCE LN \ JERROLD AVE","20798000","Bayview","Bayview Hunters Point","10","37.743850167023176","-122.39852233788977","POINT (-122.39852233788977 37.743850167023176)","85","2","9","1",,,,,
"2019-10-04T09:00:00.000","2019-10-04T00:00:00.000","09:00","2019","Friday","2019-10-04T16:10:00.000","85448619050","854486","190746350","192772711","II","Initial",,"19050","Disorderly Conduct","Disorderly Conduct","Phone Calls, Threatening or Annoying","Open or Active","MARKET ST \ 11TH ST","30747000","Tenderloin","South of Market","6","37.775558160382","-122.4186585835447","POINT (-122.4186585835447 37.775558160382)","32","5","10","34","1",,"1",,
"2019-10-04T19:15:00.000","2019-10-04T00:00:00.000","19:15","2019","Friday","2019-10-04T21:05:00.000","85448506244","854485","190747029","192773992","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","CLEMENT ST \ 06TH AVE","27286000","Richmond","Inner Richmond","1","37.7829399329451","-122.46442502609422","POINT (-122.46442502609422 37.7829399329451)","5","8","4","11",,,,,
"2019-10-03T16:07:00.000","2019-10-03T00:00:00.000","16:07","2019","Thursday","2019-10-03T16:11:00.000","85418251050","854182","190743419","192762809","II","Initial",,"51050","Non-Criminal","Non-Criminal","Aided case, Naloxone Deployment","Open or Active","04TH ST \ HOWARD ST","24627000","Southern","Financial District/South Beach","6","37.78325923532804","-122.40270815508224","POINT (-122.40270815508224 37.78325923532804)","32","1","10","8",,,,,
"2019-10-02T20:00:00.000","2019-10-02T00:00:00.000","20:00","2019","Wednesday","2019-10-03T07:22:00.000","85426106244","854261","196208211",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","MAIN ST \ MARKET ST","30728000","Central","Financial District/South Beach","3","37.79309708139333","-122.39650448774395","POINT (-122.39650448774395 37.79309708139333)","108","6","3","8",,"35",,,
"2019-10-04T08:05:00.000","2019-10-04T00:00:00.000","08:05","2019","Friday","2019-10-04T16:55:00.000","85444615161","854446","190746407","192771825","II","Initial",,"15161","Offences Against The Family And Children","Other","Violation of Restraining Order","Open or Active","AVENUE B \ CALIFORNIA AVE","34024000","Southern","Treasure Island","6","37.817823897791946","-122.3712458991155","POINT (-122.3712458991155 37.817823897791946)","36","1","10","37",,,,,
"2019-09-29T00:00:00.000","2019-09-29T00:00:00.000","00:00","2019","Sunday","2019-10-02T10:14:00.000","85427206244","854272","196208283",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","ALAMEDA ST \ SAN BRUNO AVE","23866000","Mission","Mission","10","37.7684733901082","-122.40582756374104","POINT (-122.40582756374104 37.7684733901082)","33","3","9","20","2",,,,
"2019-09-29T01:00:00.000","2019-09-29T00:00:00.000","01:00","2019","Sunday","2019-10-02T17:57:00.000","85429106372","854291","196206049",,"IS","Coplogic Supplement","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","18TH ST \ CASTRO ST","25813000","Mission","Castro/Upper Market","8","37.76088893209152","-122.4350007026991","POINT (-122.4350007026991 37.76088893209152)","38","3","5","5","5",,,,
"2019-10-04T02:00:00.000","2019-10-04T00:00:00.000","02:00","2019","Friday","2019-10-04T02:56:00.000","85429915040","854299","190744796","192770263","II","Initial",,"15040","Offences Against The Family And Children","Family Offenses","Spouse, Cohabitee, Parent of Child in Common, Inflict Injury","Cite or Arrest Adult","05TH ST \ HOWARD ST","23944000","Southern","South of Market","6","37.781499507548546","-122.40493334783943","POINT (-122.40493334783943 37.781499507548546)","32","1","10","34",,,,,
"2019-10-03T16:47:00.000","2019-10-03T00:00:00.000","16:47","2019","Thursday","2019-10-03T16:47:00.000","85415675000","854156","190740960","192753454","IS","Initial Supplement",,"75000","Missing Person","Missing Person","Found Person","Open or Active","TEHAMA ST \ 09TH ST","24297000","Southern","South of Market","6","37.77456496882312","-122.41262715459183","POINT (-122.41262715459183 37.77456496882312)","32","1","10","34","1",,,,
"2019-10-03T16:42:00.000","2019-10-03T00:00:00.000","16:42","2019","Thursday","2019-10-03T17:36:00.000","85412326170","854123","190743801","192763249","II","Initial",,"26170","Other Miscellaneous","Other","Probation Violation","Cite or Arrest Adult","08TH ST \ MISSION ST","24311000","Southern","South of Market","6","37.77745741894575","-122.4131576926893","POINT (-122.4131576926893 37.77745741894575)","32","1","10","34","1",,"1",,
"2019-10-04T12:45:00.000","2019-10-04T00:00:00.000","12:45","2019","Friday","2019-10-04T12:45:00.000","85439951040","854399","190745716","192771827","II","Initial",,"51040","Non-Criminal","Non-Criminal","Aided Case","Cite or Arrest Adult","JONES ST \ GOLDEN GATE AVE","24326000","Tenderloin","Tenderloin","6","37.78207306684549","-122.41222073683006","POINT (-122.41222073683006 37.78207306684549)","20","5","10","36","1",,"1",,
"2019-09-30T21:00:00.000","2019-09-30T00:00:00.000","21:00","2019","Monday","2019-10-04T14:15:00.000","85441405041","854414","190745976","192772052","II","Initial",,"05041","Burglary","Burglary - Residential","Burglary, Residence, Forcible Entry","Open or Active","TURK BLVD \ KITTREDGE TER","26465000","Park","Lone Mountain/USF","1","37.77816459790806","-122.45065481360477","POINT (-122.45065481360477 37.77816459790806)","12","7","4","18",,,,,
"2019-10-04T14:20:00.000","2019-10-04T00:00:00.000","14:20","2019","Friday","2019-10-04T16:12:00.000","85442706244","854427","190746190","192772725","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","18TH AVE \ GEARY BLVD","27501000","Richmond","Outer Richmond","1","37.78043963553152","-122.4772398897371","POINT (-122.4772398897371 37.78043963553152)","5","8","4","29",,,,,
"2019-10-02T22:00:00.000","2019-10-02T00:00:00.000","22:00","2019","Wednesday","2019-10-03T17:38:00.000","85414319057","854143","190743914","192762958","II","Initial",,"19057","Disorderly Conduct","Intimidation","Terrorist Threats","Cite or Arrest Adult","RIVERA ST \ 14TH AVE","22999000","Taraval","West of Twin Peaks","7","37.74701981584055","-122.47051178942746","POINT (-122.47051178942746 37.74701981584055)","44","10","8","41",,,,,
"2019-10-03T16:42:00.000","2019-10-03T00:00:00.000","16:42","2019","Thursday","2019-10-03T17:36:00.000","85412371024","854123","190743801","192763249","II","Initial",,"71024","Non-Criminal","Non-Criminal","Stay Away or Court Order, Non-DV Related","Cite or Arrest Adult","08TH ST \ MISSION ST","24311000","Southern","South of Market","6","37.77745741894575","-122.4131576926893","POINT (-122.4131576926893 37.77745741894575)","32","1","10","34","1",,"1",,
"2019-09-28T19:48:00.000","2019-09-28T00:00:00.000","19:48","2019","Saturday","2019-10-04T09:52:00.000","85436705151","854367","190745233","192771189","II","Initial",,"05151","Burglary","Burglary - Other","Burglary, Non-residential, Forcible Entry","Open or Active","AVENUE D \ 09TH TI ST","34071000","Southern","Treasure Island","6","37.82411913273524","-122.372658041869","POINT (-122.372658041869 37.82411913273524)","36","1","10","37",,,,,
"2019-09-27T00:00:00.000","2019-09-27T00:00:00.000","00:00","2019","Friday","2019-10-04T21:31:00.000","85449172000","854491","190747104","192774062","II","Initial",,"72000","Non-Criminal","Non-Criminal","Found  Property","Open or Active","CLEMENT ST \ 12TH AVE","27306000","Richmond","Inner Richmond","1","37.782652399705285","-122.47084599666566","POINT (-122.47084599666566 37.782652399705285)","5","8","4","11",,,,,
"2019-10-03T19:45:00.000","2019-10-03T00:00:00.000","19:45","2019","Thursday","2019-10-03T19:52:00.000","85417228100","854172","190744081","192763785","II","Initial",,"28100","Malicious Mischief","Vandalism","Malicious Mischief, Breaking Windows","Open or Active","03RD ST \ TOWNSEND ST","23807000","Southern","Mission Bay","6","37.778851716626704","-122.39274978789828","POINT (-122.39274978789828 37.778851716626704)","32","1","10","4",,,,,
"2019-09-29T22:00:00.000","2019-09-29T00:00:00.000","22:00","2019","Sunday","2019-10-03T13:50:00.000","85402975030","854029","190732531",,"IS","Initial Supplement",,"75030","Case Closure","Case Closure","Case Closure","Cite or Arrest Adult","LINCOLN WAY \ 07TH AVE","27152000","Park","Inner Sunset","5","37.76596283370324","-122.46429682986695","POINT (-122.46429682986695 37.76596283370324)","109","7","11","14",,,,,
"2019-10-04T02:00:00.000","2019-10-04T00:00:00.000","02:00","2019","Friday","2019-10-04T02:56:00.000","85429904170","854299","190744796","192770263","II","Initial",,"04170","Assault","Simple Assault","False Imprisonment","Cite or Arrest Adult","05TH ST \ HOWARD ST","23944000","Southern","South of Market","6","37.781499507548546","-122.40493334783943","POINT (-122.40493334783943 37.781499507548546)","32","1","10","34",,,,,
"2019-10-02T11:30:00.000","2019-10-02T00:00:00.000","11:30","2019","Wednesday","2019-10-04T16:22:00.000","85447206363","854472","190746275","192771554","II","Initial",,"06363","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, $200-$950","Open or Active","MARKET ST \ POWELL ST","34016000","Tenderloin","Financial District/South Beach","3","37.784560141211806","-122.40733704162238","POINT (-122.40733704162238 37.784560141211806)","19","5","3","8",,"35",,,
"2019-10-03T21:35:00.000","2019-10-03T00:00:00.000","21:35","2019","Thursday","2019-10-03T21:39:00.000","85423268050","854232","190744310","192764132","II","Initial",,"68050","Traffic Collision","Traffic Collision","Traffic Collision","Cite or Arrest Adult","ANZA ST \ 21ST AVE","27531000","Richmond","Outer Richmond","1","37.77835990552444","-122.48031047334229","POINT (-122.48031047334229 37.77835990552444)","8","8","4","29",,,,,
"2019-10-01T20:00:00.000","2019-10-01T00:00:00.000","20:00","2019","Tuesday","2019-10-01T22:10:00.000","85424406244","854244","196208073",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","TAYLOR ST \ JEFFERSON ST","25594000","Central","North Beach","3","37.80821405292514","-122.41580242607432","POINT (-122.41580242607432 37.80821405292514)","99","6","3","23",,,,,
"2019-10-04T12:00:00.000","2019-10-04T00:00:00.000","12:00","2019","Friday","2019-10-04T17:41:00.000","85444906242","854449","190746560","192773167","II","Initial",,"06242","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $50-$200","Open or Active","FULTON ST \ 10TH AVE","27262000","Richmond","Golden Gate Park","1","37.7733038331604","-122.46802391783669","POINT (-122.46802391783669 37.7733038331604)","5","8","4","12",,,,,
"2019-10-04T04:00:00.000","2019-10-04T00:00:00.000","04:00","2019","Friday","2019-10-04T17:46:00.000","85445727195","854457","190746598","192772386","II","Initial",,"27195","Other Miscellaneous","Trespass","Trespassing","Open or Active","STANYAN ST \ FREDERICK ST","26427000","Park","Haight Ashbury","5","37.766374072957106","-122.45294703466854","POINT (-122.45294703466854 37.766374072957106)","9","7","11","3",,,,,
"2019-10-02T01:00:00.000","2019-10-02T00:00:00.000","01:00","2019","Wednesday","2019-10-04T04:45:00.000","85431207020","854312","190744859","192770367","VS","Vehicle Supplement",,"07020","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen & Recovered","Open or Active","GREAT HWY \ LA PLAYA \ LAWTON ST","27944000","Taraval","Sunset/Parkside","4","37.75655122870687","-122.50890254470625","POINT (-122.50890254470625 37.75655122870687)","39","10","7","35",,,,,
"2019-10-01T22:00:00.000","2019-10-01T00:00:00.000","22:00","2019","Tuesday","2019-10-01T23:10:00.000","85427606244","854276","196208346",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","TAYLOR ST \ SUTTER ST","24958000","Central","Nob Hill","3","37.78880754257507","-122.41188565874671","POINT (-122.41188565874671 37.78880754257507)","50","6","3","21",,,,,
"2019-10-04T04:42:00.000","2019-10-04T00:00:00.000","04:42","2019","Friday","2019-10-04T04:47:00.000","85430605051","854306","190744843","192770363","II","Initial",,"05051","Burglary","Burglary - Commercial","Burglary, Store, Forcible Entry","Open or Active","AL SCOMA WAY \ JEFFERSON ST","35066000","Central","North Beach","3","37.807978726080414","-122.417715898404","POINT (-122.417715898404 37.807978726080414)","99","6","3","23",,,,,
"2019-10-03T17:16:00.000","2019-10-03T00:00:00.000","17:16","2019","Thursday","2019-10-03T17:20:00.000","85411203044","854112","190743607","192763151","II","Initial",,"03044","Robbery","Robbery - Commercial","Robbery, Chain Store, W/ Force","Cite or Arrest Adult","MARKET ST \ POWELL ST","34016000","Tenderloin","Financial District/South Beach","3","37.784560141211806","-122.40733704162238","POINT (-122.40733704162238 37.784560141211806)","19","5","3","8",,"35",,,
"2019-10-03T19:13:00.000","2019-10-03T00:00:00.000","19:13","2019","Thursday","2019-10-03T19:22:00.000","85416111013","854161","190744144","192763672","II","Initial",,"11013","Stolen Property","Stolen Property","Stolen Access Card, Possession","Cite or Arrest Adult","02ND ST \ MARKET ST","30734000","Central","Financial District/South Beach","3","37.789264321511176","-122.4013754923669","POINT (-122.4013754923669 37.789264321511176)","108","6","3","8",,"35",,,
"2019-10-03T19:00:00.000","2019-10-03T00:00:00.000","19:00","2019","Thursday","2019-10-04T00:55:00.000","85421806244","854218","190744699","192770095","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","STOCKTON ST \ NORTH POINT ST","25478000","Central","North Beach","3","37.80696290988273","-122.410497554147","POINT (-122.410497554147 37.80696290988273)","99","6","3","23",,,,,
"2019-10-03T17:40:00.000","2019-10-03T00:00:00.000","17:40","2019","Thursday","2019-10-04T12:41:00.000","85439464070","854394","190745744","192771808","II","Initial",,"64070","Suspicious Occ","Suspicious Occ","Suspicious Occurrence","Open or Active","EXECUTIVE PARK BLVD \ CRESCENT WAY","33229000","Bayview","Bayview Hunters Point","10","37.71116977074043","-122.39083588151917","POINT (-122.39083588151917 37.71116977074043)","79","2","9","1",,,,,
"2019-10-04T14:14:00.000","2019-10-04T00:00:00.000","14:14","2019","Friday","2019-10-04T14:19:00.000","85443364020","854433","190745982","192772229","II","Initial",,"64020","Non-Criminal","Other","Mental Health Detention","Open or Active",,,"Central",,,,,,,,,,,,,,
"2019-10-01T19:15:00.000","2019-10-01T00:00:00.000","19:15","2019","Tuesday","2019-10-02T17:47:00.000","85427128150","854271","196208318",,"II","Coplogic Initial","true","28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","DUBOCE AVE \ WOODWARD ST","24398000","Mission","Mission","9","37.769917550675686","-122.42093864733586","POINT (-122.42093864733586 37.769917550675686)","53","3","2","20","3",,,,
"2019-10-02T11:40:00.000","2019-10-02T00:00:00.000","11:40","2019","Wednesday","2019-10-04T10:04:00.000","85433706243","854337","190745227","192771226","II","Initial",,"06243","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $200-$950","Open or Active","FRANKLIN ST \ EDDY ST","25191000","Northern","Western Addition","5","37.78268536745206","-122.42246374465972","POINT (-122.42246374465972 37.78268536745206)","100","4","11","39",,,,,
"2019-09-19T08:00:00.000","2019-09-19T00:00:00.000","08:00","2019","Thursday","2019-10-04T14:24:00.000","85440106246","854401","190745910","192772244","VI","Vehicle Initial",,"06246","Larceny Theft","Larceny Theft - Other","License Plate or Tab, Theft of","Open or Active","CAPITOL AVE \ MONTANA ST","22575000","Taraval","Oceanview/Merced/Ingleside","11","37.71660346139888","-122.45906354733845","POINT (-122.45906354733845 37.71660346139888)","81","10","1","24",,,,,
"2019-10-03T17:00:00.000","2019-10-03T00:00:00.000","17:00","2019","Thursday","2019-10-03T21:10:00.000","85418306224","854183","190744279","192764111","II","Initial",,"06224","Larceny Theft","Larceny - From Vehicle","Theft, From Unlocked Vehicle, >$950","Open or Active","MADRID ST \ PERU AVE","21681000","Ingleside","Excelsior","11","37.727845926522235","-122.42811582840267","POINT (-122.42811582840267 37.727845926522235)","90","9","1","7",,,,,
"2019-10-04T13:44:00.000","2019-10-04T00:00:00.000","13:44","2019","Friday","2019-10-04T13:44:00.000","85442464015","854424","190745863","192772081","II","Initial",,"64015","Non-Criminal","Other","Aided Case, Injured or Sick Person","Open or Active","JOHN F KENNEDY DR \ END","27820000","Richmond","Golden Gate Park","1","37.77028284509647","-122.49382345230345","POINT (-122.49382345230345 37.77028284509647)","9","8","4","12",,,,,
"2019-10-03T21:33:00.000","2019-10-03T00:00:00.000","21:33","2019","Thursday","2019-10-03T21:33:00.000","85420604134","854206","190744348","192764124","II","Initial",,"04134","Assault","Simple Assault","Battery","Cite or Arrest Adult","06TH AVE \ IRVING ST","27084000","Park","Inner Sunset","5","37.76417782656134","-122.46310199573726","POINT (-122.46310199573726 37.76417782656134)","109","7","11","14",,,,,
