"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","latitude","longitude","point",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_nqbw_i6c3",":@computed_region_2dwj_jsy4",":@computed_region_h4ep_8xdi",":@computed_region_y6ts_4iup",":@computed_region_jg9y_a9du"
"2019-10-04T17:00:00.000","2019-10-04T00:00:00.000","17:00","2019","Friday","2019-10-05T07:40:00.000","85472728160","854727","190747966","192780799","II","Initial",,"28160","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Vehicle","Open or Active","FULTON ST \ LA PLAYA","27978000","Richmond","Outer Richmond","1","37.771396030943585","-122.50989475109745","POINT (-122.50989475109745 37.771396030943585)","8","8","4","29",,,,,
"2019-10-05T07:57:00.000","2019-10-05T00:00:00.000","07:57","2019","Saturday","2019-10-05T09:48:00.000","85475005013","854750","190748221","192781276","II","Initial",,"05013","Burglary","Burglary - Residential","Burglary, Apartment House, Unlawful Entry","Open or Active","STANYAN ST \ FREDERICK ST","26427000","Park","Haight Ashbury","5","37.766374072957106","-122.45294703466854","POINT (-122.45294703466854 37.766374072957106)","9","7","11","3",,,,,
"2019-10-04T01:33:00.000","2019-10-04T00:00:00.000","01:33","2019","Friday","2019-10-04T01:33:00.000","85422407041","854224","190701683",,"VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active",,,"Out of SF",,,,,,,,,,,,,,
"2019-10-05T15:05:00.000","2019-10-05T00:00:00.000","15:05","2019","Saturday","2019-10-05T15:18:00.000","85488506361","854885","190749150","192782693","II","Initial",,"06361","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, <$50","Open or Active","23RD ST \ MISSION ST","24094000","Mission","Mission","9","37.753836586731786","-122.41859394629981","POINT (-122.41859394629981 37.753836586731786)","53","3","2","20","3",,,,
"2019-10-02T18:35:00.000","2019-10-02T00:00:00.000","18:35","2019","Wednesday","2019-10-02T21:37:00.000","85458206244","854582","196208835",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","FAIR AVE \ MISSION ST","21337000","Ingleside","Bernal Heights","9","37.74559509558596","-122.41988576485541","POINT (-122.41988576485541 37.74559509558596)","83","9","2","2",,,,,
"2019-10-05T02:32:00.000","2019-10-05T00:00:00.000","02:32","2019","Saturday","2019-10-05T02:40:00.000","85470464085","854704","190747740","192780321","II","Initial",,"64085","Other Miscellaneous","Other","Investigative Detention","Open or Active","06TH ST \ MISSION ST","24293000","Southern","South of Market","6","37.780971182329765","-122.4087086749172","POINT (-122.4087086749172 37.780971182329765)","32","1","10","34","1",,"1",,
"2019-10-05T12:00:00.000","2019-10-05T00:00:00.000","12:00","2019","Saturday","2019-10-05T14:40:00.000","85482706244","854827","190748964","192782587","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","NORTH POINT ST \ POWELL ST","25480000","Central","North Beach","3","37.80675808244208","-122.4121414255319","POINT (-122.4121414255319 37.80675808244208)","99","6","3","23",,,,,
"2019-10-05T18:45:00.000","2019-10-05T00:00:00.000","18:45","2019","Saturday","2019-10-05T18:47:00.000","85487606154","854876","190749627","192783774","II","Initial",,"06154","Larceny Theft","Larceny Theft - Other","Theft, From Person, >$950 (other than Pickpocket)","Open or Active","CLAY ST \ MONTGOMERY ST","24756000","Central","Chinatown","3","37.794666280424096","-122.40313929638648","POINT (-122.40313929638648 37.794666280424096)","104","6","3","6",,,,,
"2019-10-05T05:41:00.000","2019-10-05T00:00:00.000","05:41","2019","Saturday","2019-10-05T05:52:00.000","85472105071","854721","190747847","192780574","II","Initial",,"05071","Burglary","Burglary - Other","Burglary, Other Bldg., Forcible Entry","Open or Active","OCTAVIA ST \ HAYES ST","25925000","Northern","Hayes Valley","5","37.776687555001864","-122.42451370094967","POINT (-122.42451370094967 37.776687555001864)","22","4","11","9",,,,,
"2019-09-28T20:00:00.000","2019-09-28T00:00:00.000","20:00","2019","Saturday","2019-10-03T20:01:00.000","85466128150","854661","196208998",,"II","Coplogic Initial","true","28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","HARRISON ST \ HAWTHORNE ST","24515000","Southern","Financial District/South Beach","6","37.78344075224142","-122.39626240257512","POINT (-122.39626240257512 37.78344075224142)","32","1","10","8",,,,,
"2019-10-04T01:10:00.000","2019-10-04T00:00:00.000","01:10","2019","Friday","2019-10-04T06:27:00.000","85436428150","854364","190744893","192770447","II","Initial",,"28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","MILES ST \ CALIFORNIA ST","24989000","Central","Nob Hill","3","37.79207995579044","-122.40886368034795","POINT (-122.40886368034795 37.79207995579044)","16","6","3","21",,,,,
"2019-10-05T01:00:00.000","2019-10-05T00:00:00.000","01:00","2019","Saturday","2019-10-05T15:36:00.000","85483306114","854833","190749116","192782814","II","Initial",,"06114","Larceny Theft","Larceny Theft - Pickpocket","Theft, Pickpocket, >$950","Open or Active","11TH ST \ HARRISON ST","24229000","Southern","Mission","6","37.770629853050906","-122.41247993630192","POINT (-122.41247993630192 37.770629853050906)","32","1","10","20",,,,,
"2019-10-05T14:50:00.000","2019-10-05T00:00:00.000","14:50","2019","Saturday","2019-10-05T15:17:00.000","85483206244","854832","190749053","192782729","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","GRANT AVE \ NORTH POINT ST","25476000","Central","North Beach","3","37.807163251424285","-122.40889733794425","POINT (-122.40889733794425 37.807163251424285)","99","6","3","23",,,,,
"2019-10-04T17:30:00.000","2019-10-04T00:00:00.000","17:30","2019","Friday","2019-10-04T17:42:00.000","85452665015","854526","190746601","192773172","II","Initial",,"65015","Other Miscellaneous","Other","Driving, No License Issued","Cite or Arrest Adult","TARAVAL ST \ 28TH AVE","23277000","Taraval","Sunset/Parkside","4","37.74262597177128","-122.48533546457315","POINT (-122.48533546457315 37.74262597177128)","40","10","7","35",,,,,
"2019-09-27T12:30:00.000","2019-09-27T00:00:00.000","12:30","2019","Friday","2019-09-27T14:38:00.000","85460106244","854601","196209554",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Park",,,,,,,,,,,,,,
"2019-10-01T18:30:00.000","2019-10-01T00:00:00.000","18:30","2019","Tuesday","2019-10-05T20:18:00.000","85491406240","854914","190749956","192784131","II","Initial",,"06240","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, Att.","Open or Active","CASTRO ST \ DUBOCE AVE","26005000","Park","Haight Ashbury","8","37.76905845294093","-122.43579421432649","POINT (-122.43579421432649 37.76905845294093)","112","7","5","3","5",,,,
"2019-10-05T09:46:00.000","2019-10-05T00:00:00.000","09:46","2019","Saturday","2019-10-05T09:46:00.000","85478072000","854780","190732923","192731292","VS","Vehicle Supplement",,"72000","Non-Criminal","Non-Criminal","Found  Property","Open or Active","GALINDO AVE \ CHUMASERO DR","22555000","Taraval","Lakeshore","7","37.71367198578531","-122.47313961779678","POINT (-122.47313961779678 37.71367198578531)","42","10","8","16",,,,,
"2019-09-27T19:00:00.000","2019-09-27T00:00:00.000","19:00","2019","Friday","2019-10-03T15:56:00.000","85461206372","854612","196208619",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","FRANKLIN ST \ WASHINGTON ST","26539000","Northern","Pacific Heights","2","37.792841413380785","-122.42451795190823","POINT (-122.42451795190823 37.792841413380785)","102","4","6","30",,,,,
"2019-10-01T22:00:00.000","2019-10-01T00:00:00.000","22:00","2019","Tuesday","2019-10-02T09:55:00.000","85463306244","854633","196208766",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","SYDNEY WAY \ FOWLER AVE \ PORTOLA DR","22424000","Ingleside","West of Twin Peaks","7","37.74459289489258","-122.45336484271765","POINT (-122.45336484271765 37.74459289489258)","49","9","8","41",,,,,
"2019-10-03T10:51:00.000","2019-10-03T00:00:00.000","10:51","2019","Thursday","2019-10-05T15:25:00.000","85484806154","854848","190749081","192782763","II","Initial",,"06154","Larceny Theft","Larceny Theft - Other","Theft, From Person, >$950 (other than Pickpocket)","Open or Active","11TH AVE \ GEARY BLVD","27302000","Richmond","Inner Richmond","1","37.78076873794362","-122.46962703232886","POINT (-122.46962703232886 37.78076873794362)","5","8","4","11",,,,,
"2019-10-02T21:58:00.000","2019-10-02T00:00:00.000","21:58","2019","Wednesday","2019-10-03T07:55:00.000","85464406224","854644","196208744",,"II","Coplogic Initial","true","06224","Larceny Theft","Larceny - From Vehicle","Theft, From Unlocked Vehicle, >$950","Open or Active","FRANKLIN ST \ FULTON ST","24472000","Northern","Hayes Valley","5","37.778956863808695","-122.42170930842168","POINT (-122.42170930842168 37.778956863808695)","21","4","11","9","1",,,,
"2019-10-04T21:31:00.000","2019-10-04T00:00:00.000","21:31","2019","Friday","2019-10-04T21:36:00.000","85450962050","854509","190747110","192774065","II","Initial",,"62050","Warrant","Warrant","Warrant Arrest, Enroute To Outside Jurisdiction","Cite or Arrest Adult","05TH ST \ HOWARD ST","23944000","Southern","South of Market","6","37.781499507548546","-122.40493334783943","POINT (-122.40493334783943 37.781499507548546)","32","1","10","34",,,,,
"2019-10-05T16:20:00.000","2019-10-05T00:00:00.000","16:20","2019","Saturday","2019-10-05T17:25:00.000","85486307021","854863","190749398","192783355","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","FERN ST \ VAN NESS AVE","30078000","Northern","Nob Hill","3","37.7880272139735","-122.4217498823547","POINT (-122.4217498823547 37.7880272139735)","50","4","3","21",,,,,
"2019-10-04T18:24:00.000","2019-10-04T00:00:00.000","18:24","2019","Friday","2019-10-04T18:24:00.000","85447905014","854479","190746792","192773384","II","Initial",,"05014","Larceny Theft","Theft From Vehicle","Burglary, Vehicle (Arrest made)","Cite or Arrest Adult","FRONT ST \ FREMONT ST \ MARKET ST","30730000","Central","Financial District/South Beach","3","37.791716057660935","-122.398264449392","POINT (-122.398264449392 37.791716057660935)","108","6","3","8",,"35",,,
"2019-10-04T14:00:00.000","2019-10-04T00:00:00.000","14:00","2019","Friday","2019-10-05T08:27:00.000","85473464070","854734","190748005","192780937","II","Initial",,"64070","Suspicious Occ","Suspicious Occ","Suspicious Occurrence","Open or Active","GREEN ST \ SANSOME ST","24822000","Central","North Beach","3","37.80030712878617","-122.40260412542857","POINT (-122.40260412542857 37.80030712878617)",,"6","3","23",,,,,
"2019-10-05T09:20:00.000","2019-10-05T00:00:00.000","09:20","2019","Saturday","2019-10-05T09:25:00.000","85474606362","854746","190748124","192781180","II","Initial",,"06362","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, $50-$200","Cite or Arrest Adult","STOCKTON ST \ STOCKTON TUNL \ SUTTER ST","24910000","Central","Financial District/South Beach","3","37.78943368124484","-122.40695698813221","POINT (-122.40695698813221 37.78943368124484)","19","6","3","8",,,,,
"2019-09-30T13:00:00.000","2019-09-30T00:00:00.000","13:00","2019","Monday","2019-10-05T11:23:00.000","85476071013","854760","190748356","192781625","VI","Vehicle Initial",,"71013","Larceny Theft","Theft From Vehicle","License Plate, Stolen","Open or Active","GREEN ST \ PIERCE ST","26680000","Northern","Marina","2","37.795741210698694","-122.43859144873433","POINT (-122.43859144873433 37.795741210698694)","14","4","6","13",,,,,
"2019-10-05T10:06:00.000","2019-10-05T00:00:00.000","10:06","2019","Saturday","2019-10-05T14:19:00.000","85487427090","854874","190748970","192782197","II","Initial",,"27090","Larceny Theft","Larceny Theft - Other","Theft, Lost Property, Petty","Cite or Arrest Adult","POWELL ST \ OFARRELL ST","24904000","Central","Tenderloin","3","37.78640961281089","-122.40803623744476","POINT (-122.40803623744476 37.78640961281089)","19","6","3","36",,,"1",,
"2019-10-04T21:00:00.000","2019-10-04T00:00:00.000","21:00","2019","Friday","2019-10-04T21:02:00.000","85450251050","854502","190747057","192773982","II","Initial",,"51050","Non-Criminal","Non-Criminal","Aided case, Naloxone Deployment","Open or Active","SYCAMORE ST \ VALENCIA ST","24172000","Mission","Mission","8","37.76257883049033","-122.42166247826907","POINT (-122.42166247826907 37.76257883049033)","53","3","5","20","3",,,,
"2019-10-04T18:24:00.000","2019-10-04T00:00:00.000","18:24","2019","Friday","2019-10-04T18:24:00.000","85447927175","854479","190746792","192773384","II","Initial",,"27175","Other Miscellaneous","Other","Evading a Police Officer Recklessly","Cite or Arrest Adult","FRONT ST \ FREMONT ST \ MARKET ST","30730000","Central","Financial District/South Beach","3","37.791716057660935","-122.398264449392","POINT (-122.398264449392 37.791716057660935)","108","6","3","8",,"35",,,
"2019-10-05T00:38:00.000","2019-10-05T00:00:00.000","00:38","2019","Saturday","2019-10-05T00:38:00.000","85471204012","854712","190747609","192780094","II","Initial",,"04012","Assault","Aggravated Assault","Assault, Aggravated, W/ Knife","Open or Active","JOOST AVE \ LIPPARD AVE","21965000","Ingleside","West of Twin Peaks","8","37.73238238667054","-122.43623835832562","POINT (-122.43623835832562 37.73238238667054)","95","9","5","41",,,,,
"2019-10-05T14:15:00.000","2019-10-05T00:00:00.000","14:15","2019","Saturday","2019-10-05T14:20:00.000","85483606243","854836","190748936","192782475","II","Initial",,"06243","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $200-$950","Open or Active","20TH AVE \ WINSTON DR","33719000","Taraval","Lakeshore","7","37.72694991292525","-122.47603947349434","POINT (-122.47603947349434 37.72694991292525)","41","10","8","16",,,,,
"2019-10-02T18:30:00.000","2019-10-02T00:00:00.000","18:30","2019","Wednesday","2019-10-04T22:45:00.000","85452306304","854523","190747308","192772691","II","Initial",,"06304","Larceny Theft","Larceny Theft - From Building","Theft, From Building, >$950","Open or Active","LOCUST ST \ SACRAMENTO ST","26939000","Richmond","Presidio Heights","2","37.78755175095027","-122.45194587433278","POINT (-122.45194587433278 37.78755175095027)","10","8","6","31",,,,,
"2019-10-03T20:30:00.000","2019-10-03T00:00:00.000","20:30","2019","Thursday","2019-10-04T12:39:00.000","85440004138","854400","190745722","192771754","II","Initial",,"04138","Assault","Simple Assault","Battery, former Spouse or Dating Relationship","Open or Active","ELLIS ST \ JONES ST","24936000","Tenderloin","Tenderloin","6","37.7848662445387","-122.41278212939851","POINT (-122.41278212939851 37.7848662445387)","20","5","10","36",,,"1",,
"2019-09-30T18:00:00.000","2019-09-30T00:00:00.000","18:00","2019","Monday","2019-10-03T09:57:00.000","85464306244","854643","196208584",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","VAN NESS AVE \ LOMBARD ST","26696000","Northern","Marina","2","37.80130371865117","-122.42453832626387","POINT (-122.42453832626387 37.80130371865117)","15","4","6","13",,,,,
"2019-10-05T12:40:00.000","2019-10-05T00:00:00.000","12:40","2019","Saturday","2019-10-05T12:48:00.000","85481706362","854817","190748817","192782048","II","Initial",,"06362","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, $50-$200","Open or Active","STOCKTON ST \ POST ST","24908000","Central","Financial District/South Beach","3","37.788499477941336","-122.4067711451779","POINT (-122.4067711451779 37.788499477941336)","19","6","3","8",,,,,
"2019-10-05T01:00:00.000","2019-10-05T00:00:00.000","01:00","2019","Saturday","2019-10-05T03:14:00.000","85457207025","854572","190747762","192780395","VI","Vehicle Initial",,"07025","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Truck","Open or Active","YOSEMITE AVE \ INGALLS ST","20148000","Bayview","Bayview Hunters Point","10","37.724729109115316","-122.3879304959651","POINT (-122.3879304959651 37.724729109115316)","78","2","9","1",,,,,
"2019-10-02T12:05:00.000","2019-10-02T00:00:00.000","12:05","2019","Wednesday","2019-10-03T09:53:00.000","85458771000","854587","196209156",,"II","Coplogic Initial","true","71000","Lost Property","Lost Property","Lost Property","Open or Active","OTIS ST \ BRADY ST","24393000","Southern","Mission","6","37.77230320284353","-122.41967183064224","POINT (-122.41967183064224 37.77230320284353)","32","1","10","20","1",,,,
"2019-09-20T20:30:00.000","2019-09-20T00:00:00.000","20:30","2019","Friday","2019-10-05T12:35:00.000","85478471013","854784","190748613","192782000","VI","Vehicle Initial",,"71013","Larceny Theft","Theft From Vehicle","License Plate, Stolen","Open or Active","FULTON ST \ 15TH AVE","27449000","Richmond","Golden Gate Park","1","37.77306261252724","-122.47342783753163","POINT (-122.47342783753163 37.77306261252724)","5","8","4","12",,,,,
"2018-04-09T00:00:00.000","2018-04-09T00:00:00.000","00:00","2018","Monday","2019-10-05T12:50:00.000","85480109029","854801","190748663","192782161","II","Initial",,"09029","Fraud","Fraud","False Personation to Receive Money or Property","Open or Active","POLK ST \ BROADWAY","25315000","Northern","Russian Hill","3","37.79594540193314","-122.4217681680622","POINT (-122.4217681680622 37.79594540193314)","105","4","3","32",,,,,
"2019-10-03T23:00:00.000","2019-10-03T00:00:00.000","23:00","2019","Thursday","2019-10-04T12:37:00.000","85465506244","854655","196208885",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","28TH AVE \ LAWTON ST","27407000","Taraval","Sunset/Parkside","4","37.75754194495945","-122.48638193869647","POINT (-122.48638193869647 37.75754194495945)","39","10","7","35",,,,,
"2019-10-05T14:30:00.000","2019-10-05T00:00:00.000","14:30","2019","Saturday","2019-10-05T17:52:00.000","85489606244","854896","190749451","192783497","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","HEMLOCK ST \ LAGUNA ST","26523000","Northern","Japantown","5","37.786246576578144","-122.42824149689217","POINT (-122.42824149689217 37.786246576578144)","101","4","11","15",,,,,
"2019-10-03T20:30:00.000","2019-10-03T00:00:00.000","20:30","2019","Thursday","2019-10-04T01:29:00.000","85461606244","854616","196209510",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","STOCKTON ST \ NORTH POINT ST","25478000","Central","North Beach","3","37.80696290988273","-122.410497554147","POINT (-122.410497554147 37.80696290988273)","99","6","3","23",,,,,
"2019-10-03T17:30:00.000","2019-10-03T00:00:00.000","17:30","2019","Thursday","2019-10-04T08:42:00.000","85464828150","854648","196209394",,"II","Coplogic Initial","true","28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","PAGE ST \ COLE ST","26418000","Park","Haight Ashbury","5","37.770519317566674","-122.45040750689292","POINT (-122.45040750689292 37.770519317566674)","25","7","11","3",,,,,
"2019-10-04T17:35:00.000","2019-10-04T00:00:00.000","17:35","2019","Friday","2019-10-04T17:35:00.000","85445407041","854454","190657923","192772460","VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active","AUGUSTA ST \ CHARTER OAK AVE","20769000","Bayview","Bayview Hunters Point","10","37.73434320093751","-122.40454403517866","POINT (-122.40454403517866 37.73434320093751)","87","2","9","1",,,,,
"2019-10-05T14:22:00.000","2019-10-05T00:00:00.000","14:22","2019","Saturday","2019-10-05T14:22:00.000","85486564020","854865","190748958","192782481","II","Initial",,"64020","Non-Criminal","Other","Mental Health Detention","Open or Active","FRANK NORRIS ST \ LARKIN ST","25205000","Northern","Nob Hill","3","37.78937563140157","-122.4187504517887","POINT (-122.4187504517887 37.78937563140157)","50","6","3","21",,,,,
"2019-10-04T20:50:00.000","2019-10-04T00:00:00.000","20:50","2019","Friday","2019-10-04T22:51:00.000","85451706244","854517","190747289","192774305","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","WEBSTER ST \ POST ST","26591000","Northern","Japantown","5","37.78537264618818","-122.43136639807875","POINT (-122.43136639807875 37.78537264618818)","101","4","11","15",,,,,
"2019-10-04T22:28:00.000","2019-10-04T00:00:00.000","22:28","2019","Friday","2019-10-04T22:31:00.000","85455615040","854556","190747386","192774276","II","Initial",,"15040","Offences Against The Family And Children","Family Offenses","Spouse, Cohabitee, Parent of Child in Common, Inflict Injury","Open or Active","SAN BRUNO AVE \ DWIGHT ST","20600000","Bayview","Portola","9","37.72403561263169","-122.40210839224031","POINT (-122.40210839224031 37.72403561263169)","91","2","2","25",,,,,
"2019-10-05T07:21:00.000","2019-10-05T00:00:00.000","07:21","2019","Saturday","2019-10-05T07:21:00.000","85473016710","854730","190747950","192780750","II","Initial",,"16710","Drug Offense","Drug Violation","Narcotics Paraphernalia, Possession of","Cite or Arrest Adult","STEVENSON ST \ 06TH ST","24295000","Tenderloin","South of Market","6","37.78175432665782","-122.40969326320398","POINT (-122.40969326320398 37.78175432665782)","32","5","10","34","1",,"1",,
"2019-10-05T09:30:00.000","2019-10-05T00:00:00.000","09:30","2019","Saturday","2019-10-05T17:03:00.000","85486209320","854862","190749332","192783242","II","Initial",,"09320","Fraud","Fraud","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","Open or Active","JUDAH ST \ 10TH AVE","27148000","Park","Inner Sunset","5","37.762127977892575","-122.4672531424321","POINT (-122.4672531424321 37.762127977892575)","109","10","11","14",,,,,
"2019-10-05T09:33:00.000","2019-10-05T00:00:00.000","09:33","2019","Saturday","2019-10-05T09:33:00.000","85476464003","854764","190748259","192781210","II","Initial",,"64003","Civil Sidewalks","Other","Civil Sidewalks, Booking","Cite or Arrest Adult","CHURCH ST \ DUBOCE AVE","25884000","Park","Hayes Valley","8","37.769456127696515","-122.42912798697296","POINT (-122.42912798697296 37.769456127696515)","28","7","5","9","5",,,,
"2019-10-02T12:00:00.000","2019-10-02T00:00:00.000","12:00","2019","Wednesday","2019-10-02T19:41:00.000","85461106313","854611","196209231",,"II","Coplogic Initial","true","06313","Larceny Theft","Larceny Theft - Bicycle","Theft, Bicycle, $200-$950","Open or Active","BLUXOME ST \ 05TH ST","23824000","Southern","Mission Bay","6","37.7759412206594","-122.39796947621387","POINT (-122.39796947621387 37.7759412206594)","32","1","10","4",,,,,
"2019-10-03T16:00:00.000","2019-10-03T00:00:00.000","16:00","2019","Thursday","2019-10-04T07:40:00.000","85468506244","854685","196208960",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","SHERIDAN ST \ 09TH ST","24212000","Southern","South of Market","6","37.773024772306606","-122.41069158816568","POINT (-122.41069158816568 37.773024772306606)","32","1","10","34",,,,,
"2019-10-03T00:01:00.000","2019-10-03T00:00:00.000","00:01","2019","Thursday","2019-10-04T12:09:00.000","85473506371","854735","190745590","192771656","II","Initial",,"06371","Larceny Theft","Larceny Theft - Other","Theft, Other Property, <$50","Open or Active","39TH AVE \ CABRILLO ST","27867000","Richmond","Outer Richmond","1","37.77375088789304","-122.49931887044141","POINT (-122.49931887044141 37.77375088789304)","8","8","4","29",,,,,
"2019-10-04T18:00:00.000","2019-10-04T00:00:00.000","18:00","2019","Friday","2019-10-05T18:42:00.000","85488428100","854884","190749633","192783377","II","Initial",,"28100","Malicious Mischief","Vandalism","Malicious Mischief, Breaking Windows","Open or Active","FREDERICK ST \ ASHBURY ST","26335000","Park","Haight Ashbury","5","37.76722025519877","-122.44636926042475","POINT (-122.44636926042475 37.76722025519877)","114","7","11","3",,,,,
"2019-10-04T18:35:00.000","2019-10-04T00:00:00.000","18:35","2019","Friday","2019-10-04T18:44:00.000","85452727195","854527","190746833","192773474","II","Initial",,"27195","Other Miscellaneous","Trespass","Trespassing","Cite or Arrest Adult","46TH AVE \ KIRKHAM ST","27935000","Taraval","Sunset/Parkside","4","37.75855952412134","-122.50579684832913","POINT (-122.50579684832913 37.75855952412134)","39","10","7","35",,,,,
"2019-10-05T05:56:00.000","2019-10-05T00:00:00.000","05:56","2019","Saturday","2019-10-05T08:19:00.000","85475807041","854758","190712919","192780597","VS","Vehicle Supplement",,"07041","Recovered Vehicle","Recovered Vehicle","Vehicle, Recovered, Auto","Open or Active","BAY SHORE BLVD \ HESTER AVE","20291000","Ingleside","Bayview Hunters Point","10","37.713584039243315","-122.40001669060051","POINT (-122.40001669060051 37.713584039243315)","89","9","9","1",,,,,
"2019-10-04T21:30:00.000","2019-10-04T00:00:00.000","21:30","2019","Friday","2019-10-04T21:43:00.000","85454605014","854546","190747126","192774118","II","Initial",,"05014","Larceny Theft","Theft From Vehicle","Burglary, Vehicle (Arrest made)","Cite or Arrest Adult","MISSION ST \ 10TH ST","24414000","Southern","South of Market","6","37.77527205930737","-122.4159081801724","POINT (-122.4159081801724 37.77527205930737)","32","1","10","34","1",,"1",,
"2019-10-04T19:00:00.000","2019-10-04T00:00:00.000","19:00","2019","Friday","2019-10-04T23:15:00.000","85471504134","854715","190747433","192774426","II","Initial",,"04134","Assault","Simple Assault","Battery","Open or Active","SPEAR ST \ FOLSOM ST","23607000","Southern","Financial District/South Beach","6","37.79006979947905","-122.39097101886335","POINT (-122.39097101886335 37.79006979947905)","30","1","10","8",,,,,"1"
"2019-10-04T16:00:00.000","2019-10-04T00:00:00.000","16:00","2019","Friday","2019-10-04T16:56:00.000","85449064020","854490","190746526","192772942","II","Initial",,"64020","Non-Criminal","Other","Mental Health Detention","Open or Active","GEARY BLVD \ 22ND AVE","27538000","Richmond","Outer Richmond","1","37.78022581795078","-122.48151572367084","POINT (-122.48151572367084 37.78022581795078)","8","8","4","29",,,,,
"2019-10-05T01:36:00.000","2019-10-05T00:00:00.000","01:36","2019","Saturday","2019-10-05T01:41:00.000","85467365010","854673","190747659","192780225","II","Initial",,"65010","Traffic Violation Arrest","Traffic Violation Arrest","Traffic Violation Arrest","Cite or Arrest Adult","SOUTH VAN NESS AVE \ 21ST ST","24083000","Mission","Mission","9","37.75716664165998","-122.41671959504018","POINT (-122.41671959504018 37.75716664165998)","53","3","2","20","3",,,,
"2019-10-05T12:12:00.000","2019-10-05T00:00:00.000","12:12","2019","Saturday","2019-10-05T16:37:00.000","85491706244","854917","190749730","192783108","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","TAYLOR ST \ JEFFERSON ST","25594000","Central","North Beach","3","37.80821405292514","-122.41580242607432","POINT (-122.41580242607432 37.80821405292514)","99","6","3","23",,,,,
"2019-10-04T00:00:00.000","2019-10-04T00:00:00.000","00:00","2019","Friday","2019-10-04T12:15:00.000","85462306224","854623","196209441",,"II","Coplogic Initial","true","06224","Larceny Theft","Larceny - From Vehicle","Theft, From Unlocked Vehicle, >$950","Open or Active","DELLBROOK AVE \ PALO ALTO AVE","33651000","Park","Twin Peaks","7","37.756697980326436","-122.45334516869406","POINT (-122.45334516869406 37.756697980326436)","47","7","8","38",,,,,
"2019-09-29T00:00:00.000","2019-09-29T00:00:00.000","00:00","2019","Sunday","2019-10-02T09:43:00.000","85463806244","854638","196209021",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","FOLSOM ST \ 12TH ST","24347000","Southern","Mission","6","37.77089610786214","-122.41499665572489","POINT (-122.41499665572489 37.77089610786214)","32","1","10","20","1",,,,
