NAME,BRANDNAME,PB_ID,TRADE_NAME,FRANCHISE_NAME,ISO3,AREANAME4,AREANAME3,AREANAME2,AREANAME1,STABB,POSTCODE,FORMATTEDADDRESS,MAINADDRESSLINE,ADDRESSLASTLINE,LONGITUDE,LATITUDE,GEORESULT,CONFIDENCE_CODE,COUNTRY_ACCESS_CODE,TEL_NUM,FAXNUM,EMAIL,HTTP,OPEN_24H,BUSINESS_LINE,SIC1,SIC2,SIC8,SIC8_DESCRIPTION,ALT_INDUSTRY_CODE,MICODE,TRADE_DIVISION,GROUP,CLASS,SUB_CLASS,EMPLOYEE_HERE,EMPLOYEE_COUNT,YEAR_START,SALES_VOLUME_LOCAL,SALES_VOLUME_US_DOLLARS,CURRENCY_CODE,AGENT_CODE,LEGAL_STATUS_CODE,STATUS_CODE,SUBSIDIARY_INDICATOR,PARENT_BUSINESS_NAME,PARENT_ADDRESS,PARENT_STREET_ADDRESS,PARENT_AREANAME3,PARENT_AREANAME1,PARENT_COUNTRY,PARENT_POSTCODE,DOMESTIC_ULTIMATE_BUSINESS_NAME,DOMESTIC_ULTIMATE_ADDRESS,DOMESTIC_ULTIMATE_STREET_ADDRESS,DOMESTIC_ULTIMATE_AREANAME3,DOMESTIC_ULTIMATE_AREANAME1,DOMESTIC_ULTIMATE_POSTCODE,GLOBAL_ULTIMATE_INDICATOR,GLOBAL_ULTIMATE_BUSINESS_NAME,GLOBAL_ULTIMATE_ADDRESS,GLOBAL_ULTIMATE_STREET_ADDRESS,GLOBAL_ULTIMATE_AREANAME3,GLOBAL_ULTIMATE_AREANAME1,GLOBAL_ULTIMATE_COUNTRY,GLOBAL_ULTIMATE_POSTCODE,FAMILY_MEMBERS,HIERARCHY_CODE,TICKER_SYMBOL,EXCHANGE_NAME,geom
FRUITES I VERDURES CAN,,2120534619,,,ESP,,MANACOR,BALEARES,ISLAS BALEARES,IB,07500,"CALLE DE ARTÀ 0041, 07500, MANACOR, BALEARES",CALLE DE ARTÀ 0041,"07500, MANACOR, BALEARES",3.213711,39.569498,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.213711 39.569498)
PESCADOS ANTONIO MESQUIDA,,2168817590,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07009,"AVENIDA SETZE DE JULIOL 46, 07009, PALMA, BALEARES",AVENIDA SETZE DE JULIOL 46,"07009, PALMA, BALEARES",2.66316,39.599809,T16,MEDIUM,,971 75 13 24,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.66316 39.599809)
MORA CRESPI MARTIN,,2164133169,,,ESP,,SA POBLA,BALEARES,ISLAS BALEARES,IB,07420,"CALLE DE LOS TRAGINERS 133, 07420, SA POBLA, BALEARES",CALLE DE LOS TRAGINERS 133,"07420, SA POBLA, BALEARES",3.0248571749604993,39.77538563523797,S5HPNTSCZA,HIGH,,971 54 18 15,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.0248571749605 39.775385635238)
COLMADO JAVI,,2157014221,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07004,"CALLE DE JAUME BALMES 0046, 07004, PALMA, BALEARES",CALLE DE JAUME BALMES 0046,"07004, PALMA, BALEARES",2.66023,39.57974,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.66023 39.57974)
SUPERBETTA SUMA,,2165416561,,,ESP,,FERRERIES,BALEARES,ISLAS BALEARES,IB,07750,"PLAZA DE MENORCA 12, 07750, FERRERIES, BALEARES",PLAZA DE MENORCA 12,"07750, FERRERIES, BALEARES",4.011364,39.981318,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(4.011364 39.981318)
FRUTERIA PROGRESO,,2161357761,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07013,"CALLE DE LA FÀBRICA 0077, 07013, PALMA, BALEARES",CALLE DE LA FÀBRICA 0077,"07013, PALMA, BALEARES",2.63534,39.5731,T17,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.63534 39.5731)
AMELIJUSTY,,2160034194,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07610,"CAMINO DE CAN PASTILLA 104, 07610, PALMA, BALEARES",CAMINO DE CAN PASTILLA 104,"07610, PALMA, BALEARES",2.7152,39.53781,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.7152 39.53781)
SUPERMERCADO MARISOL,,2160105464,,,ESP,,MANACOR,BALEARES,ISLAS BALEARES,IB,07680,"AVENIDA DE LOS PINS 21, 07680, MANACOR, BALEARES",AVENIDA DE LOS PINS 21,"07680, MANACOR, BALEARES",3.33523,39.54541,T20,LOW,,971 82 28 79,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.33523 39.54541)
MERCADO NADOR,,2164559611,,,ESP,,MANACOR,BALEARES,ISLAS BALEARES,IB,07500,"AVENIDA DES TREN 0032, 07500, MANACOR, BALEARES",AVENIDA DES TREN 0032,"07500, MANACOR, BALEARES",3.204256,39.569154,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.204256 39.569154)
CALLEJO COVIELLA JOSE JAVIER,,2169701778,,,ESP,,MANACOR,BALEARES,ISLAS BALEARES,IB,07500,"RAMBLA DEL REI EN JAUME 15, 07500, MANACOR, BALEARES",RAMBLA DEL REI EN JAUME 15,"07500, MANACOR, BALEARES",3.2138,39.56526,S8HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.2138 39.56526)
POWER JAPAN,,2101225416,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07004,"CALLE DE ALFONS 'EL MAGNANIM' 43, 07004, PALMA, BALEARES",CALLE DE ALFONS 'EL MAGNANIM' 43,"07004, PALMA, BALEARES",2.652984706457477,39.58855613552387,S5HPNTSCZA,HIGH,,971 75 77 60,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.65298470645748 39.5885561355239)
SUPERMERCADO SISI,,2162582532,,,ESP,,SANT JOSEP DE SA TALAIA,BALEARES,ISLAS BALEARES,IB,07830,"07830, SANT JOSEP DE SA TALAIA, BALEARES",,"07830, SANT JOSEP DE SA TALAIA, BALEARES",1.37709,38.8977,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(1.37709 38.8977)
KARTING CAN PICAFORT,,2152300230,,,ESP,,SANTA MARGALIDA,BALEARES,ISLAS BALEARES,IB,07458,"CARRETERA DE ARTÀ AL PORT D'ALCÚDIA, 07458, SANTA MARGALIDA, BALEARES",CARRETERA DE ARTÀ AL PORT D'ALCÚDIA,"07458, SANTA MARGALIDA, BALEARES",3.148343,39.765627,T20,LOW,,971 85 07 48,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.148343 39.765627)
SES PAISSES,,2165355481,,,ESP,,SANT ANTONI DE PORTMANY,BALEARES,ISLAS BALEARES,IB,07820,"CALLE DE LOS ROSERS 17, 07820, SANT ANTONI DE PORTMANY, BALEARES",CALLE DE LOS ROSERS 17,"07820, SANT ANTONI DE PORTMANY, BALEARES",1.328745,38.972876,T18,MEDIUM,,971 34 63 36,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(1.328745 38.972876)
PESCADOS ALGAR,,2156859261,,,ESP,,SANT ANTONI DE PORTMANY,BALEARES,ISLAS BALEARES,IB,07820,"CALLE DE LA ESPADELLA 3, 07820, SANT ANTONI DE PORTMANY, BALEARES",CALLE DE LA ESPADELLA 3,"07820, SANT ANTONI DE PORTMANY, BALEARES",1.327866,38.972537,T16,MEDIUM,,971 34 02 87,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(1.327866 38.972537)
C'AN MIQUEL,,2119181374,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07004,"CALLE DE PABLO IGLESIAS 55, 07004, PALMA, BALEARES",CALLE DE PABLO IGLESIAS 55,"07004, PALMA, BALEARES",2.658122,39.587761,T18,MEDIUM,,971 75 16 58,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.658122 39.587761)
TARIBO AUTOSERVICIO,,2161076264,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07014,"CALLE DE DRAGONERA 8, 07014, PALMA, BALEARES",CALLE DE DRAGONERA 8,"07014, PALMA, BALEARES",2.629568,39.578478,T16,MEDIUM,,971 28 45 85,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.629568 39.578478)
ASIAN VILLAGE,,2156996476,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07198,"07198, PALMA, BALEARES",,"07198, PALMA, BALEARES",2.709303,39.58111,T20,LOW,,971 70 75 93,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.709303 39.58111)
FRUTOS SECOS GIMENO,,2133194694,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07002,"PLAZA OLIVAR 0109, 07002, PALMA, BALEARES",PLAZA OLIVAR 0109,"07002, PALMA, BALEARES",2.652232,39.573784,T20,LOW,,971 71 54 58,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.652232 39.573784)
PANISIMO,,2163666282,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07005,"CALLE DE MANACOR 0051, 07005, PALMA, BALEARES",CALLE DE MANACOR 0051,"07005, PALMA, BALEARES",2.661894,39.571628,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.661894 39.571628)
SUPERMERCADO CAN CANTO,,2168181267,,,ESP,,MARRATXÍ,BALEARES,ISLAS BALEARES,IB,07141,"CAMINO DE CAN FRONTERA 1, 07141, MARRATXÍ, BALEARES",CAMINO DE CAN FRONTERA 1,"07141, MARRATXÍ, BALEARES",2.707712,39.597713,T18,MEDIUM,,971 79 48 01,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.707712 39.597713)
PERELLO MESQUIDA BARTOLOME,,2102458455,,,ESP,,SANT JOAN,BALEARES,ISLAS BALEARES,IB,07240,"CALLE DE LOS MOLINS 26, 07240, SANT JOAN, BALEARES",CALLE DE LOS MOLINS 26,"07240, SANT JOAN, BALEARES",3.0385636162421714,39.59477166058763,S5HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.03856361624217 39.5947716605876)
HOFSTRA ARNE WIETSE,,2096367574,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07015,"CALLE DE PENYÍSCOLA 1 - 10, 07015, PALMA, BALEARES",CALLE DE PENYÍSCOLA 1 - 10,"07015, PALMA, BALEARES",2.6058769585453727,39.560772657509176,S5HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.60587695854537 39.5607726575092)
COMERCIAL MUT LLABRES,,2163239480,,,ESP,,SENCELLES,BALEARES,ISLAS BALEARES,IB,07140,"CALLE DE JAUME SARD 11, 07140, SENCELLES, BALEARES",CALLE DE JAUME SARD 11,"07140, SENCELLES, BALEARES",2.90068,39.647364,T16,MEDIUM,,971 87 20 95,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.90068 39.647364)
FRENOS Y EMBRAGUES MASMIQUEL,,2105089640,,,ESP,,EIVISSA,BALEARES,ISLAS BALEARES,IB,07800,"CALLE DEL PARE JOSEP MANXARRELL 11, 07800, EIVISSA, BALEARES",CALLE DEL PARE JOSEP MANXARRELL 11,"07800, EIVISSA, BALEARES",1.4349484204392724,38.918149852448856,S5HPNTSCZA,HIGH,,971 19 36 81,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(1.43494842043927 38.9181498524489)
CARNICERIA CAN MIGUEL,,2160411123,,,ESP,,MARRATXÍ,BALEARES,ISLAS BALEARES,IB,07141,"CALLE DE RAMON LLULL 0001, 07141, MARRATXÍ, BALEARES",CALLE DE RAMON LLULL 0001,"07141, MARRATXÍ, BALEARES",2.695991,39.598804,T20,LOW,,971 60 00 46,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.695991 39.598804)
CENTRO DE DESCONTAMINACION MURO,,2117744566,,,ESP,,MURO,BALEARES,ISLAS BALEARES,IB,07440,"AVENIDA DE SANTA MARGALIDA, 07440, MURO, BALEARES",AVENIDA DE SANTA MARGALIDA,"07440, MURO, BALEARES",3.0588813,39.7312439,T19,LOW,,971 86 06 19,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.0588813 39.7312439)
TALLER METAL.LURGIC CAN GRIMALT,,2169510786,,,ESP,,CAMPOS,BALEARES,ISLAS BALEARES,IB,07630,"CALLE DE LA RAMBLA 0005, 07630, CAMPOS, BALEARES",CALLE DE LA RAMBLA 0005,"07630, CAMPOS, BALEARES",3.016935,39.436008,T16,MEDIUM,,971 65 08 29,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.016935 39.436008)
CARNICERIA BARBER,,2167760911,,,ESP,,FERRERIES,BALEARES,ISLAS BALEARES,IB,07750,"AVENIDA DE LA VERGE DEL TORO 52, 07750, FERRERIES, BALEARES",AVENIDA DE LA VERGE DEL TORO 52,"07750, FERRERIES, BALEARES",4.013146,39.985048,T16,MEDIUM,,971 37 32 77,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(4.013146 39.985048)
MELERO PASCUAL ANDRES,,2096901227,,,ESP,,MAÓ-MAHÓN,BALEARES,ISLAS BALEARES,IB,07702,"CALLE DE SANT MANUEL 107, 07702, MAÓ-MAHÓN, BALEARES",CALLE DE SANT MANUEL 107,"07702, MAÓ-MAHÓN, BALEARES",4.2650083,39.8834403,T14,MEDIUM,,971 36 92 97,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(4.2650083 39.8834403)
ESCOLA Y FERNANDEZ ASOCIADOS,,2138677358,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07003,"CALLE DE LA MISSIÓ 38 1, 07003, PALMA, BALEARES",CALLE DE LA MISSIÓ 38 1,"07003, PALMA, BALEARES",2.65077,39.57487,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.65077 39.57487)
CASA ALFONSO,,2161923640,,,ESP,,SANT ANTONI DE PORTMANY,BALEARES,ISLAS BALEARES,IB,07820,"CALLE DEL PROGRÉS, 07820, SANT ANTONI DE PORTMANY, BALEARES",CALLE DEL PROGRÉS,"07820, SANT ANTONI DE PORTMANY, BALEARES",1.303666,38.980044,T18,MEDIUM,,971 34 05 10,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(1.303666 38.980044)
SESCOTXERIES,,2167671331,,,ESP,,PUIGPUNYENT,BALEARES,ISLAS BALEARES,IB,07194,"CALLE MAJOR 4, 07194, PUIGPUNYENT, BALEARES",CALLE MAJOR 4,"07194, PUIGPUNYENT, BALEARES",2.527644,39.624332,T16,MEDIUM,,971 61 41 02,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.527644 39.624332)
NUEVA TIERRA,,2166865173,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07006,"CALLE DE NICOLAU DE PACS 0020, 07006, PALMA, BALEARES",CALLE DE NICOLAU DE PACS 0020,"07006, PALMA, BALEARES",2.66035,39.57442,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.66035 39.57442)
CA N ESTEVE,,2164551637,,,ESP,,SÓLLER,BALEARES,ISLAS BALEARES,IB,07100,"CALLE DE LA POETESSA FRANCESCA ALCOVER 0078, 07100, SÓLLER, BALEARES",CALLE DE LA POETESSA FRANCESCA ALCOVER 0078,"07100, SÓLLER, BALEARES",2.707567,39.77547,T16,MEDIUM,,971 63 01 76,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.707567 39.77547)
FORN CA N MONTSERRAT,,2163700020,,,ESP,,MANACOR,BALEARES,ISLAS BALEARES,IB,07680,"AVENIDA DE LOS PINS 0037, 07680, MANACOR, BALEARES",AVENIDA DE LOS PINS 0037,"07680, MANACOR, BALEARES",3.334095,39.545804,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.334095 39.545804)
DISTRIBUCIONES PASTOR,,2160167788,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07011,"CALLE DE ALEXANDRE DE LABORDE 0011, 07011, PALMA, BALEARES",CALLE DE ALEXANDRE DE LABORDE 0011,"07011, PALMA, BALEARES",2.627534,39.600654,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.627534 39.600654)
ARTEJAMON,,2161379398,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07013,"CALLE DE NICETO ALCALÁ ZAMORA 0009, 07013, PALMA, BALEARES",CALLE DE NICETO ALCALÁ ZAMORA 0009,"07013, PALMA, BALEARES",2.63814,39.57848,T16,MEDIUM,,663 96 93 74,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.63814 39.57848)
PASTELERIAS BALLESTER,,2163621767,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07007,"CALLE C, 07007, PALMA, BALEARES",CALLE C,"07007, PALMA, BALEARES",2.711055,39.55597,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.711055 39.55597)
ES RACO DES XOT SOLLER,,2169631869,,,ESP,,SÓLLER,BALEARES,ISLAS BALEARES,IB,07100,"CALLE DE SAMAR 0165, 07100, SÓLLER, BALEARES",CALLE DE SAMAR 0165,"07100, SÓLLER, BALEARES",2.7097,39.77091,T17,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.7097 39.77091)
BENITO PE A VARGA,,2164594408,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07009,"PLAZA DE CALA MOREIA 0001, 07009, PALMA, BALEARES",PLAZA DE CALA MOREIA 0001,"07009, PALMA, BALEARES",2.678119,39.597841,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.678119 39.597841)
DURETDUNA CAFE,,2152304565,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07006,"CALLE NUREDDUNA 0016, 07006, PALMA, BALEARES",CALLE NUREDDUNA 0016,"07006, PALMA, BALEARES",2.660048,39.57305,T16,MEDIUM,,971 77 17 53,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.660048 39.57305)
BOTIGA,,2161384678,,,ESP,,FERRERIES,BALEARES,ISLAS BALEARES,IB,07750,"CALLE DEL BISBE SEVERO 19, 07750, FERRERIES, BALEARES",CALLE DEL BISBE SEVERO 19,"07750, FERRERIES, BALEARES",4.012469,39.983636,T20,LOW,,971 37 42 50,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(4.012469 39.983636)
PESCADOS CARMEN,,2138829897,,,ESP,,PALMA,BALEARES,ISLAS BALEARES,IB,07002,"PLAZA OLIVAR 12, 07002, PALMA, BALEARES",PLAZA OLIVAR 12,"07002, PALMA, BALEARES",2.652232,39.573784,T17,MEDIUM,,971 71 28 96,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(2.652232 39.573784)
SUPERMERCADO ORIENTE C,,2152260726,,,ESP,,MANACOR,BALEARES,ISLAS BALEARES,IB,07500,"VÍA DE PORTUGAL 0032, 07500, MANACOR, BALEARES",VÍA DE PORTUGAL 0032,"07500, MANACOR, BALEARES",3.21587,39.56705,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(3.21587 39.56705)
