NAME,BRANDNAME,PB_ID,TRADE_NAME,FRANCHISE_NAME,ISO3,AREANAME4,AREANAME3,AREANAME2,AREANAME1,STABB,POSTCODE,FORMATTEDADDRESS,MAINADDRESSLINE,ADDRESSLASTLINE,LONGITUDE,LATITUDE,GEORESULT,CONFIDENCE_CODE,COUNTRY_ACCESS_CODE,TEL_NUM,FAXNUM,EMAIL,HTTP,OPEN_24H,BUSINESS_LINE,SIC1,SIC2,SIC8,SIC8_DESCRIPTION,ALT_INDUSTRY_CODE,MICODE,TRADE_DIVISION,GROUP,CLASS,SUB_CLASS,EMPLOYEE_HERE,EMPLOYEE_COUNT,YEAR_START,SALES_VOLUME_LOCAL,SALES_VOLUME_US_DOLLARS,CURRENCY_CODE,AGENT_CODE,LEGAL_STATUS_CODE,STATUS_CODE,SUBSIDIARY_INDICATOR,PARENT_BUSINESS_NAME,PARENT_ADDRESS,PARENT_STREET_ADDRESS,PARENT_AREANAME3,PARENT_AREANAME1,PARENT_COUNTRY,PARENT_POSTCODE,DOMESTIC_ULTIMATE_BUSINESS_NAME,DOMESTIC_ULTIMATE_ADDRESS,DOMESTIC_ULTIMATE_STREET_ADDRESS,DOMESTIC_ULTIMATE_AREANAME3,DOMESTIC_ULTIMATE_AREANAME1,DOMESTIC_ULTIMATE_POSTCODE,GLOBAL_ULTIMATE_INDICATOR,GLOBAL_ULTIMATE_BUSINESS_NAME,GLOBAL_ULTIMATE_ADDRESS,GLOBAL_ULTIMATE_STREET_ADDRESS,GLOBAL_ULTIMATE_AREANAME3,GLOBAL_ULTIMATE_AREANAME1,GLOBAL_ULTIMATE_COUNTRY,GLOBAL_ULTIMATE_POSTCODE,FAMILY_MEMBERS,HIERARCHY_CODE,TICKER_SYMBOL,EXCHANGE_NAME,geom
BASIC MERCAT,,2170953482,,,AND,,ANDORRA LA VELLA,,,,AD500,"AVINGUDA MERITXELL 50, AD500, ANDORRA LA VELLA",AVINGUDA MERITXELL 50,"AD500, ANDORRA LA VELLA",1.526544,42.508297,T16,MEDIUM,,,,,,,,5311,,53110000,DEPARTMENT STORES,,10010101,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,DEPARTMENT STORES,DEPARTMENT STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(1.526544 42.508297)
VIAJES EL CORTE INGLES,,2022922880,VIAJES EL CORTE INGLÉS,,ESP,,GUADALAJARA,GUADALAJARA,CASTILLA-LA MANCHA,CM,19003,"PASEO DEL DOCTOR FERNÁNDEZ IPARRAGUIRRE 21, 19003, GUADALAJARA, GUADALAJARA",PASEO DEL DOCTOR FERNÁNDEZ IPARRAGUIRRE 21,"19003, GUADALAJARA, GUADALAJARA",-3.1686133581649534,40.6289692279204,S5HPNTSCZA,HIGH,,949 21 42 43,,,,,,5311,,53110000,DEPARTMENT STORES,,10010101,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,DEPARTMENT STORES,DEPARTMENT STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.16861335816495 40.6289692279204)
VIAJES EL CORTE INGLÉS,,2022558757,VIAJES EL CORTE INGLÉS,,ESP,,PALENCIA,PALENCIA,CASTILLA Y LEÓN,CL,34002,"AVENIDA DE MANUEL RIVERA 12, 34002, PALENCIA, PALENCIA",AVENIDA DE MANUEL RIVERA 12,"34002, PALENCIA, PALENCIA",-4.527211647520674,42.00825244893781,S5HPNTSCZA,HIGH,,979 72 68 88,,,,,,5311,,53110000,DEPARTMENT STORES,,10010101,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,DEPARTMENT STORES,DEPARTMENT STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.52721164752067 42.0082524489378)
SOLO MUSCULOS,,2169326426,,,ESP,,PALENCIA,PALENCIA,CASTILLA Y LEÓN,CL,34005,"CALLE DE EDUARDO DATO 3, 34005, PALENCIA, PALENCIA",CALLE DE EDUARDO DATO 3,"34005, PALENCIA, PALENCIA",-4.534949,42.013235,T16,MEDIUM,,979 74 36 59,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.534949 42.013235)
CARNICERIA CARLOS SIMO,,2162549280,,,ESP,,MONZÓN DE CAMPOS,PALENCIA,CASTILLA Y LEÓN,CL,34410,"PLAZA MAYOR 6, 34410, MONZÓN DE CAMPOS, PALENCIA",PLAZA MAYOR 6,"34410, MONZÓN DE CAMPOS, PALENCIA",-4.493906334120813,42.11629665870746,S5HPNTSCZA,HIGH,,979 80 81 92,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.49390633412081 42.1162966587075)
DESPENSA DE LOS ARRIBES,,2170737749,,,ESP,,FERMOSELLE,ZAMORA,CASTILLA Y LEÓN,CL,49220,"CALLE DE REQUEJO 71 0000, 49220, FERMOSELLE, ZAMORA",CALLE DE REQUEJO 71 0000,"49220, FERMOSELLE, ZAMORA",-6.397348,41.318678,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-6.397348 41.318678)
SUPERMERCADOS SUPER LOPEZ,,2164545403,,,ESP,,SACEDÓN,GUADALAJARA,CASTILLA-LA MANCHA,CM,19120,"AVENIDA ENTREPEÑAS 3, 19120, SACEDÓN, GUADALAJARA",AVENIDA ENTREPEÑAS 3,"19120, SACEDÓN, GUADALAJARA",-2.733719204356803,40.4811760018322,S5HPNTSCZA,HIGH,,949 35 04 56,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.7337192043568 40.4811760018322)
CORPORACION AGRO DEL J,,2164328848,,,ESP,,CALAMOCHA,TERUEL,ARAGÓN,AR,44200,"44200, CALAMOCHA, TERUEL",,"44200, CALAMOCHA, TERUEL",-1.28352,40.91456,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.28352 40.91456)
SUPER JULIO Y ESTRELLA,,2166195358,,,ESP,,MOSQUERUELA,TERUEL,ARAGÓN,AR,44410,"CALLE MAYOR 9, 44410, MOSQUERUELA, TERUEL",CALLE MAYOR 9,"44410, MOSQUERUELA, TERUEL",-0.44856,40.36163,S8HPNTSCZA,HIGH,,978 80 50 52,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.44856 40.36163)
CONGELADOS VIVERA,,2166791922,,,ESP,,CEUTA,CEUTA,CIUDAD DE CEUTA,CE,51001,"AVENIDA DE OTERO, 51001, CEUTA, CEUTA",AVENIDA DE OTERO,"51001, CEUTA, CEUTA",-5.32729,35.88776,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.32729 35.88776)
PIQUER ELENA J. M,,2163018198,,,ESP,,SANTA EULALIA,TERUEL,ARAGÓN,AR,44360,"CALLE SAN PASCUAL 9, 44360, SANTA EULALIA, TERUEL",CALLE SAN PASCUAL 9,"44360, SANTA EULALIA, TERUEL",-1.31237,40.567119,T16,MEDIUM,,978 86 01 26,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.31237 40.567119)
UNION COMARCAL AGREDANA DE AGREDA SCL,,2160396393,,,ESP,,ÁGREDA,SORIA,CASTILLA Y LEÓN,CL,42100,"CARRETERA DE DEVANOS, 42100, ÁGREDA, SORIA",CARRETERA DE DEVANOS,"42100, ÁGREDA, SORIA",-1.9204848,41.8577846,T14,MEDIUM,,976 19 70 87,976 19 70 87,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.9204848 41.8577846)
POZA NICOLAS JUAN MANUEL,,2096277372,,,ESP,,SALDAÑA,PALENCIA,CASTILLA Y LEÓN,CL,34100,"AVENIDA DEL SOTO 5, 34100, SALDAÑA, PALENCIA",AVENIDA DEL SOTO 5,"34100, SALDAÑA, PALENCIA",-4.7411,42.51946,S8HPNTSCZA,HIGH,,979 89 20 90,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.7411 42.51946)
LUBRICANTES DE TERUEL,,2096739837,,,ESP,,TERUEL,TERUEL,ARAGÓN,AR,44002,"CARRETERA DE CASTRALVO 10, 44002, TERUEL, TERUEL",CARRETERA DE CASTRALVO 10,"44002, TERUEL, TERUEL",-1.0780945,40.3114643,T14,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.0780945 40.3114643)
VIVERA,,2161107952,,,ESP,,CEUTA,CEUTA,CIUDAD DE CEUTA,CE,51002,"CALLE DE SOUSA RODRÍGUEZ, 51002, CEUTA, CEUTA",CALLE DE SOUSA RODRÍGUEZ,"51002, CEUTA, CEUTA",-5.33296,35.88581,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.33296 35.88581)
PANADERIA ALTOARAGON,,2164548937,,,ESP,,HUESCA,HUESCA,ARAGÓN,AR,22003,"AVENIDA DE LA PAZ 14, 22003, HUESCA, HUESCA",AVENIDA DE LA PAZ 14,"22003, HUESCA, HUESCA",-0.415921,42.139536,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.415921 42.139536)
SUPERMERCADO SIERRA MI,,2163240890,,,ESP,,MOLINOS,TERUEL,ARAGÓN,AR,44556,"CALLE MAYOR 0108, 44556, MOLINOS, TERUEL",CALLE MAYOR 0108,"44556, MOLINOS, TERUEL",-0.450219,40.819433,T17,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.450219 40.819433)
PESCADOS DIQUE SUR,,2167763172,,,ESP,,MELILLA,MELILLA,CIUDAD DE MELILLA,ML,52006,"CALLE DE ANDALUCÍA 0055, 52006, MELILLA, MELILLA",CALLE DE ANDALUCÍA 0055,"52006, MELILLA, MELILLA",-2.94578,35.27308,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.94578 35.27308)
CARNICAS VILLA CUENCA,,2155321935,,,ESP,,CUENCA,CUENCA,CASTILLA-LA MANCHA,CM,16004,"TRAVESÍA SUBIDA CERRO MOLINA 2, 16004, CUENCA, CUENCA",TRAVESÍA SUBIDA CERRO MOLINA 2,"16004, CUENCA, CUENCA",-2.1347863612466065,40.07028704745794,S5HPNTSCZA,HIGH,,969 23 96 64,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.13478636124661 40.0702870474579)
CARNICERÍA ANA,,2159722528,,,ESP,,ZAMORA,ZAMORA,CASTILLA Y LEÓN,CL,49011,"CALLE DE PABLO MORILLO 37, 49011, ZAMORA, ZAMORA",CALLE DE PABLO MORILLO 37,"49011, ZAMORA, ZAMORA",-5.738251,41.511453,T16,MEDIUM,,980 52 14 60,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.738251 41.511453)
ESTACIONES DE SERVICIO BERTOLEZ,,2167809570,,,ESP,,OURENSE,ORENSE,GALICIA,GA,32005,"CALLE DE PONTE SEVILLA 18, 32005, OURENSE, ORENSE",CALLE DE PONTE SEVILLA 18,"32005, OURENSE, ORENSE",-7.8637901,42.3140995,T14,MEDIUM,,988 35 72 26,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.8637901 42.3140995)
CARNICER A DEL VALLE,,2163694476,,,ESP,,ALCOLEA DEL PINAR,GUADALAJARA,CASTILLA-LA MANCHA,CM,19260,"CALLE LINO BUENO, 19260, ALCOLEA DEL PINAR, GUADALAJARA",CALLE LINO BUENO,"19260, ALCOLEA DEL PINAR, GUADALAJARA",-2.46557,41.03643,T17,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.46557 41.03643)
FRUTERIA LAVILLA,,2164535455,,,ESP,,TAMARITE DE LITERA,HUESCA,ARAGÓN,AR,22550,"PASEO DEL HORTAZ, 22550, TAMARITE DE LITERA, HUESCA",PASEO DEL HORTAZ,"22550, TAMARITE DE LITERA, HUESCA",0.420176,41.869693,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(0.420176 41.869693)
OBRADOR GARCIA,,2162147170,,,ESP,,CEUTA,CEUTA,CIUDAD DE CEUTA,CE,51002,"AVENIDA DEL DOCTOR MARAÑÓN, 51002, CEUTA, CEUTA",AVENIDA DEL DOCTOR MARAÑÓN,"51002, CEUTA, CEUTA",-5.328836,35.88186,T20,LOW,,956 52 15 88,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-5.328836 35.88186)
COMERCIAL RIMO,,2166343729,,,ESP,,MONDÉJAR,GUADALAJARA,CASTILLA-LA MANCHA,CM,19110,"19110, MONDÉJAR, GUADALAJARA",,"19110, MONDÉJAR, GUADALAJARA",-3.145476,40.349876,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.145476 40.349876)
TACO SANCHO,,2161323747,,,ESP,,TARANCÓN,CUENCA,CASTILLA-LA MANCHA,CM,16400,"PASEO DE LA ESTACIÓN 0023, 16400, TARANCÓN, CUENCA",PASEO DE LA ESTACIÓN 0023,"16400, TARANCÓN, CUENCA",-3.007441,40.008931,T16,MEDIUM,,969 32 11 08,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.007441 40.008931)
LA QUESERIA DEL,,2160261810,,,ESP,,OURENSE,ORENSE,GALICIA,GA,32002,"LUGAR DE ERVEDELO, 32002, OURENSE, ORENSE",LUGAR DE ERVEDELO,"32002, OURENSE, ORENSE",-7.88526,42.3445,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.88526 42.3445)
MESMOUDI ATOU HAMIDA,,2163485072,,,ESP,,MARCHAMALO,GUADALAJARA,CASTILLA-LA MANCHA,CM,19180,"CALLE DE VASCO NÚÑEZ DE BALBOA 64 - 14, 19180, MARCHAMALO, GUADALAJARA",CALLE DE VASCO NÚÑEZ DE BALBOA 64 - 14,"19180, MARCHAMALO, GUADALAJARA",-3.185485191906716,40.6602478467925,S5HPNTSCZA,HIGH,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.18548519190672 40.6602478467925)
SUPERMERCADO V DE LA V,,2161944535,,,ESP,,ALCALÁ DE LA SELVA,TERUEL,ARAGÓN,AR,44432,"BARRIO VIRGEN DE LA VEGA, 44432, ALCALÁ DE LA SELVA, TERUEL",BARRIO VIRGEN DE LA VEGA,"44432, ALCALÁ DE LA SELVA, TERUEL",-0.70197,40.35739,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.70197 40.35739)
SIMPLY CALAMOCHA,,2167442859,,,ESP,,CALAMOCHA,TERUEL,ARAGÓN,AR,44200,"CALLE DE LOS FUEROS DE ARAGÓN, 44200, CALAMOCHA, TERUEL",CALLE DE LOS FUEROS DE ARAGÓN,"44200, CALAMOCHA, TERUEL",-1.29748,40.91879,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.29748 40.91879)
MAGAZIN ROMANES LA ILI,,2169421852,,,ESP,,EL CASAR,GUADALAJARA,CASTILLA-LA MANCHA,CM,19170,"CALLE CAMINO DE TALAMANCA, 19170, EL CASAR, GUADALAJARA",CALLE CAMINO DE TALAMANCA,"19170, EL CASAR, GUADALAJARA",-3.43315,40.70252,T18,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.43315 40.70252)
VINOTECA A MICALLA,,2170646691,,,ESP,,ALLARIZ,ORENSE,GALICIA,GA,32660,"PLAZA MAIOR 0005, 32660, ALLARIZ, ORENSE",PLAZA MAIOR 0005,"32660, ALLARIZ, ORENSE",-7.801782,42.189988,T18,MEDIUM,,988 44 11 39,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-7.801782 42.189988)
CARNICERIA OTEO,,2160144689,,,ESP,,SAN LEONARDO DE YAGÜE,SORIA,CASTILLA Y LEÓN,CL,42140,"CALLE REAL 6, 42140, SAN LEONARDO DE YAGÜE, SORIA",CALLE REAL 6,"42140, SAN LEONARDO DE YAGÜE, SORIA",-3.067125,41.829265,T17,MEDIUM,,975 37 60 09,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.067125 41.829265)
ARAGONIA,,2161939875,,,ESP,,CALAMOCHA,TERUEL,ARAGÓN,AR,44200,"CALLE DEL DESVÍO, 44200, CALAMOCHA, TERUEL",CALLE DEL DESVÍO,"44200, CALAMOCHA, TERUEL",-1.295451,40.91745,T20,LOW,,978 73 03 35,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-1.295451 40.91745)
CRUZ GARCIA J.M,,2166910747,,,ESP,,CUENCA,CUENCA,CASTILLA-LA MANCHA,CM,16004,"CALLE DE LOS HERMANOS BECERRIL 20000, 16004, CUENCA, CUENCA",CALLE DE LOS HERMANOS BECERRIL 20000,"16004, CUENCA, CUENCA",-2.131989,40.061827,T20,LOW,,969 22 77 65,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.131989 40.061827)
AUTOSERVICIO 28 SOLIMA,,2170755797,,,ESP,,MELILLA,MELILLA,CIUDAD DE MELILLA,ML,52003,"CALLE DE PEDRO DE MENDOZA, 52003, MELILLA, MELILLA",CALLE DE PEDRO DE MENDOZA,"52003, MELILLA, MELILLA",-2.95352,35.29582,T20,LOW,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.95352 35.29582)
JAMONES CASA CONEJOS,,2154363133,,,ESP,,CEDRILLAS,TERUEL,ARAGÓN,AR,44147,"44147, CEDRILLAS, TERUEL",,"44147, CEDRILLAS, TERUEL",-0.854445,40.415158,T20,LOW,,978 77 40 09,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.854445 40.415158)
GARCIA MELERO MARIA CARMEN,,2164536313,,,ESP,,SANTA MARÍA DEL CAMPO RUS,CUENCA,CASTILLA-LA MANCHA,CM,16621,"CALLE CONVENTO 26, 16621, SANTA MARÍA DEL CAMPO RUS, CUENCA",CALLE CONVENTO 26,"16621, SANTA MARÍA DEL CAMPO RUS, CUENCA",-2.420405,39.558178,T16,MEDIUM,,,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.420405 39.558178)
DISTRIBUCIONES CARBONICAS DE MELILLA,,2167664689,,,ESP,,MELILLA,MELILLA,CIUDAD DE MELILLA,ML,52006,"CALLE DE LA ESPIGA 4, 52006, MELILLA, MELILLA",CALLE DE LA ESPIGA 4,"52006, MELILLA, MELILLA",-2.943065,35.272105,T18,MEDIUM,,952 67 45 95,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.943065 35.272105)
AYUNTAMIENTO DE SARIÑENA,,2170738204,,,ESP,,SARIÑENA,HUESCA,ARAGÓN,AR,22200,"CALLE DE LAS DELICIAS, 22200, SARIÑENA, HUESCA",CALLE DE LAS DELICIAS,"22200, SARIÑENA, HUESCA",-0.158445,41.795158,T20,LOW,,974 57 05 50,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-0.158445 41.795158)
AL PIE DEL CANON,,2169080451,,,ESP,,BURGO DE OSMA-CIUDAD DE OSMA,SORIA,CASTILLA Y LEÓN,CL,42318,"CALLE DEL SANTO DOMINGO 0019, 42318, BURGO DE OSMA-CIUDAD DE OSMA, SORIA",CALLE DEL SANTO DOMINGO 0019,"42318, BURGO DE OSMA-CIUDAD DE OSMA, SORIA",-3.069702,41.587708,T20,LOW,,975 34 04 13,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-3.069702 41.587708)
AUTOSERVICIO VEGA ALCOLEA,,2160654835,,,ESP,,MANDAYONA,GUADALAJARA,CASTILLA-LA MANCHA,CM,19294,"CALLE REAL 5 0000, 19294, MANDAYONA, GUADALAJARA",CALLE REAL 5 0000,"19294, MANDAYONA, GUADALAJARA",-2.749086,40.956443,T20,LOW,,949 30 50 21,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-2.749086 40.956443)
CARREFOUR,,2156864032,,,ESP,,PALENCIA,PALENCIA,CASTILLA Y LEÓN,CL,34004,"AVENIDA DE MADRID 37, 34004, PALENCIA, PALENCIA",AVENIDA DE MADRID 37,"34004, PALENCIA, PALENCIA",-4.520438,41.993848,T16,MEDIUM,,979 71 05 61,,,,,,5331,,53310000,VARIETY STORES,,10010102,DIVISION G. - RETAIL TRADE,GENERAL MERCHANDISE STORES,VARIETY STORES,VARIETY STORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-4.520438 41.993848)
